	segment	count
24627	灵儿	4
24628	速效	4
24629	醉人	4
24630	三坊七巷	4
24631	速成	4
24632	异地	4
24633	年终奖	4
24669	再嫁	4
24670	全长	4
24671	一百个	4
24714	通透	4
24720	星期一	4
24719	漂移	4
24718	遮面	4
24717	罗莎	4
24716	一扫	4
24715	联谊会	4
24713	年糕	4
24672	塔尼	4
24712	全系列	4
24711	美眉	4
24710	六十年代	4
24709	全纪录	4
24708	点映场	4
24707	再而三	4
24721	一百年	4
24722	漆黑	4
24723	全男班	4
24724	再聚	4
24725	全球通	4
24726	塔隆	4
24727	全球性	4
24728	塞勒斯	4
24729	通行费	4
24730	无可奈何	4
24731	罗素	4
24732	异禀	4
24733	圣斗	4
24734	六名	4
24735	一盆	4
24736	酷跑	4
24737	堆积	4
24706	罗马	4
24705	三季度	4
24704	漏掉	4
24687	美素	4
24673	异想天开	4
24674	一时期	4
24675	再见面	4
24676	全欣	4
24677	罗生门	4
24678	游泳馆	4
24679	年岁	4
24680	点睛	4
24681	点睛之笔	4
24682	全有	4
24683	游戏音乐	4
24684	点秋香	4
24685	点穴	4
24686	时速	4
24688	填满	4
24703	通俗易懂	4
24689	养父母	4
24690	聚信	4
24691	郭爸	4
24692	星聚汇	4
24693	年化	4
24694	全心投入	4
24695	万册	4
24696	一想	4
24697	避重就轻	4
24698	灯火	4
24699	聪明才智	4
24700	养殖	4
24701	郭涛	4
24702	三杯	4
24602	因爱	4
24600	下集	4
24463	一锤定音	4
24506	因趣	4
24512	下边	4
24511	深有	4
24510	帕特尔	4
24509	新野县	4
24508	一译	4
24507	下车	4
24505	废帝	4
24497	外敌	4
24504	日才	4
24503	金媛媛	4
24502	暗处	4
24501	金婚	4
24500	述说	4
24499	一览无余	4
24513	废墟	4
24514	一个半月	4
24515	xXx	4
24516	团团围住	4
24517	邱欣宇	4
24518	深蓝	4
24519	深色	4
24520	一见倾心	4
24521	带劲	4
24522	早晚	4
24523	日夜	4
24524	一举手一	4
24525	下旨	4
24526	一举两得	4
24527	团团转	4
24528	火到	4
24529	关凯元	4
24498	帖子	4
24496	外放	4
24599	潜逃	4
24471	不向	4
24477	金角	4
24476	不哭	4
24475	张末	4
24474	布阵	4
24473	脱节	4
24472	不含糊	4
24470	老伴儿	4
24495	绿灯	4
24469	脱皮	4
24468	不同凡响	4
24467	维达	4
24466	日系	4
24465	连带	4
24464	淡妆	4
24478	兴奋点	4
24479	激化	4
24480	不喊	4
24481	脑瘫	4
24482	因戏	4
24483	冰火	4
24484	暗含	4
24485	带人	4
24486	张居正	4
24487	下海	4
24488	一言一行	4
24489	绿皮	4
24490	暖萌	4
24491	新闻媒体	4
24492	冲向	4
24493	兄弟二人	4
24494	帝国大厦	4
24530	带刺	4
24531	张导	4
24532	张学军	4
24575	照见	4
24581	兵符	4
24580	早于	4
24579	下马威	4
24578	照明	4
24577	一诺	4
24576	庾澄庆	4
24574	一阵风	4
24533	下期	4
24573	潮水	4
24572	照耀	4
24571	多一分	4
24570	脑残	4
24569	暴漫	4
24568	迪克	4
24582	郑洁	4
24583	深情款款	4
24584	地貌	4
24585	因缘	4
24586	帕卡德	4
24587	深恶痛绝	4
24588	潜藏	4
24589	一丝一毫	4
24590	张建国	4
24591	关掉	4
24592	综述	4
24593	一餐	4
24594	金川	4
24595	下部	4
24596	迫不得已	4
24597	暗潮	4
24598	照常	4
24567	金梦	4
24566	一隅	4
24565	照相机	4
24548	深刻理解	4
24534	老屋	4
24535	张宇	4
24536	缅甸	4
24537	其于	4
24538	外太空	4
24539	深秋	4
24540	充分说明	4
24541	暖暖的	4
24542	一饱眼福	4
24543	充分肯定	4
24544	迷踪	4
24545	张帆	4
24546	下过	4
24547	能带	4
24549	照曝光	4
24564	儿童片	4
24550	迪玛希方	4
24551	不严	4
24552	脊梁	4
24553	潮州	4
24554	深受感动	4
24555	金斗	4
24556	金条	4
24557	郑楚	4
24558	迪斯科	4
24559	因材施教	4
24560	一顶	4
24561	脏水	4
24562	照相	4
24563	新酒	4
25295	九点	4
24442	更广	4
25297	家世	4
26036	佩尔	4
26042	花花绿绿	4
26041	大蜜	4
26040	花草	4
26039	大胡子	4
26038	两性关系	4
26037	大观园	4
26035	软硬件	4
26027	朝日新闻	4
26034	佣人	4
26033	两把刷子	4
26032	木心	4
26031	轮盘	4
26030	两本书	4
26029	两杆	4
26043	花色	4
26044	两字	4
26045	两姐妹	4
26046	使劲	4
26047	花篮	4
26048	使用费	4
26049	较长	4
26050	大碍	4
26051	东欧	4
26052	大眼	4
26053	丢下	4
26054	辛德勒	4
26055	侠客	4
26056	芬芳	4
26057	辛格	4
26058	大澳	4
26059	侥幸心理	4
26028	两情相悦	4
26026	花环	4
25992	艰苦奋斗	4
26001	节俭	4
26007	轻而易举	4
26006	轻纱	4
26005	洛饰	4
26004	轻歌剧	4
26003	辅之以	4
26002	小刚	4
26000	东林	4
26025	洛纳根	4
25999	俞大猷	4
25998	保障法	4
25997	良深	4
25996	大局	4
25995	流行榜	4
25994	良田	4
26008	侃侃而谈	4
26009	洞穴	4
26010	望而生畏	4
26011	两台	4
26012	侍卫	4
26013	花果山	4
26014	大纲	4
26015	侏罗纪	4
26016	洪七	4
26017	载有	4
26018	服饰文化	4
26019	洪尚秀	4
26020	较真儿	4
26021	供应	4
26022	花昆	4
26023	服装品牌	4
26024	花拳绣腿	4
26060	熟龄	4
26061	大浪淘沙	4
26062	节能	4
26105	不欢而散	4
26111	做戏	4
26110	夜半	4
26109	不朽	4
26108	海风	4
26107	夜华君	4
26106	自强	4
26104	自强不息	4
26063	活色生香	4
26103	自得其乐	4
26102	海里	4
26101	这要	4
26100	过问	4
26099	专人	4
26098	信箱	4
26112	多高	4
26113	自居	4
26114	自尽	4
26115	已高达	4
26116	巴克	4
26117	自封	4
26118	自家人	4
26119	多集	4
26120	不断进步	4
26121	不断深入	4
26122	涅涅茨	4
26123	夜华是	4
26124	曾洁	4
26125	自我意识	4
26126	夜沼	4
26127	这几年来	4
26128	夜话	4
26097	芭芭拉	4
26096	有钱人	4
26095	大熊猫	4
26078	两人同	4
26064	山峰	4
26065	侧重于	4
26066	大泼	4
26067	东西方	4
26068	大河	4
26069	东街	4
26070	侮辱性	4
26071	大汗淋漓	4
26072	节操	4
26073	东汉	4
26074	侠之大者	4
26075	丢人	4
26076	辛小丰	4
26077	屡获	4
26079	花大	4
26094	活学活用	4
26080	大病	4
26081	服从	4
26082	辉煌成就	4
26083	依恋	4
26084	活久见	4
26085	活佛	4
26086	有难	4
26087	屡见	4
26088	依霖	4
26089	丢脸	4
26090	屡试不爽	4
26091	依稀	4
26092	芭莎	4
26093	大燕	4
25993	保证质量	4
25991	大川	4
26130	这则	4
25896	今天下午	4
25902	小凯	4
25901	今春	4
25900	于莎莎	4
25899	核能	4
25898	于诚群	4
25897	要钱	4
25895	根本就是	4
25887	云熙	4
25894	娘子军	4
25893	云中	4
25892	诸葛亮	4
25891	见仁见智	4
25890	说辞	4
25889	说谎	4
25903	小刀	4
25904	会谈	4
25905	色素	4
25906	艺术展	4
25907	俄国	4
25908	东东	4
25909	俊美	4
25910	艺术体操	4
25911	达斯	4
25912	艺委会	4
25913	岳丽娜	4
25914	迅雷	4
25915	过个	4
25916	大快朵颐	4
25917	大快人心	4
25918	丘比特	4
25919	岳秀	4
25888	娱乐中心	4
25886	娱乐活动	4
25990	崔凤萍	4
25861	读心	4
25867	定式	4
25866	定增	4
25865	定名	4
25864	武校	4
25863	要学	4
25862	样板	4
25860	核发	4
25885	云雾	4
25859	读到	4
25858	诺言	4
25857	谁又能	4
25856	仅得	4
25855	步履	4
25854	娱记	4
25868	诸韵颖	4
25869	仍有	4
25870	定得	4
25871	仍能	4
25872	定性	4
25873	校际	4
25874	西餐	4
25875	校门	4
25876	校方	4
25877	从一而终	4
25878	核心内容	4
25879	官方消息	4
25880	娱塘	4
25881	见得	4
25882	步步为营	4
25883	格言	4
25884	见缝插针	4
25920	流浪者	4
25921	有情有义	4
25922	保定市	4
25966	嵌入	4
25972	航空局	4
25971	航行	4
25970	般配	4
25969	巍峨	4
25968	巅峰状态	4
25967	专攻	4
25965	专案组	4
25923	峥嵘岁月	4
25964	有名气	4
25963	过目不忘	4
25962	专电	4
25961	有图	4
25960	专长	4
25959	流露出来	4
25973	测评	4
25974	专制	4
25975	过重	4
25976	俞更寅	4
25977	流言蜚语	4
25978	俞旭	4
25979	过客	4
25980	峰峰	4
25981	世界性	4
25982	保持沉默	4
25983	大幅提高	4
25984	过太多	4
25985	过好	4
25986	有座	4
25987	保时捷	4
25988	色光	4
25989	保湿	4
25957	信人	4
25956	过敏	4
25955	俞隽逸	4
25938	侵略	4
25924	世界舞台	4
25925	过夜	4
25926	世界杯	4
25927	流放	4
25928	流媒体	4
25929	大撒把	4
25930	大有裨益	4
25931	辩诉	4
25932	有生之年	4
25933	有理	4
25934	辱骂	4
25935	山西省	4
25936	边唱边	4
25937	东巴文	4
25939	艾怡良	4
25954	色彩鲜艳	4
25940	山雨	4
25941	有朝一日	4
25942	艾希	4
25943	边有	4
25944	艾基木	4
25945	有氧	4
25946	屹立	4
25947	大显身手	4
25948	大方向	4
25949	大放送	4
25950	达到高潮	4
25951	保护法	4
25952	色相	4
25953	大款	4
26129	夜访	4
26131	偏南	4
25852	此情	4
26315	没名	4
26321	中能	4
26320	沙盘	4
26319	获选	4
26318	越来越快	4
26317	小羊	4
26316	足尖	4
26314	小糖	4
26306	李伯	4
26313	小精灵	4
26312	趋同	4
26311	小确幸	4
26310	没到	4
26309	没准	4
26308	中益	4
26322	超萌	4
26323	李嘉欣	4
26324	超跑	4
26325	超速	4
26326	小泽哥	4
26327	菲利普	4
26328	中航	4
26329	沙和尚	4
26330	菲丽希	4
26331	沙子	4
26332	菁菁	4
26333	小满	4
26334	菩提	4
26335	越做越	4
26336	越剧	4
26337	李光洙	4
26338	小爽	4
26307	小痞	4
26305	没事儿	4
26270	假人	4
26280	最本	4
26286	值此	4
26285	巧用	4
26284	大伙儿	4
26283	自称为	4
26282	自豪感	4
26281	值不值得	4
26279	最深处	4
26304	夭折	4
26278	巧巧姐	4
26276	近百	4
26275	大内	4
26274	大写	4
26273	大冢	4
26272	浮板	4
26287	值钱	4
26288	巧遇	4
26289	最暖	4
26290	倾尽	4
26291	不觉	4
26292	倾尽全力	4
26293	层次分明	4
26294	木星	4
26295	两极化	4
26296	太郎	4
26297	获赠	4
26298	央珍	4
26299	获称	4
26300	李俊	4
26301	获益	4
26302	沟里	4
26303	小璐	4
26339	越战	4
26340	菜刀	4
26341	失之交臂	4
26384	跌停	4
26390	杂念	4
26389	太烂	4
26388	中心思想	4
26387	莉莉	4
26386	没花	4
26385	跌出	4
26383	莫大	4
26342	李丁	4
26382	小蕾	4
26381	太漂亮	4
26380	莫小棋	4
26379	中文系	4
26378	太紧	4
26377	莫法特	4
26391	小毛驴	4
26392	失散多年	4
26393	李夏	4
26394	李好	4
26395	李汶翰	4
26396	赵雅芝	4
26397	李欣	4
26398	小头	4
26399	传承者	4
26400	落伍	4
26401	萨默	4
26402	小妹妹	4
26403	传朗	4
26404	李曼瑜	4
25298	补上	4
26406	赶拍	4
26405	汽水	4
26376	莫测	4
26375	跃龙	4
26374	小腹	4
26357	荣誉感	4
26343	杉菜	4
26344	荒原	4
26345	但用	4
26346	小赖	4
26347	中张	4
26348	小赵	4
26349	中建	4
26350	杀破	4
26351	荧光	4
26352	位至	4
26353	太早	4
26354	河北人	4
26355	小辣椒	4
26356	荣誉称号	4
26358	中年人	4
26373	太贵	4
26359	中小型	4
26360	跨境	4
26361	荔枝	4
26362	小雨	4
26363	中好	4
26364	小露	4
26365	跨洋	4
26366	荒唐	4
26367	药材	4
26368	没钱	4
26369	太满	4
26370	中擦出	4
26371	没得	4
26372	跃入	4
26271	大凉山	4
26269	不落俗套	4
26132	自残	4
26175	消费品	4
26181	消磨	4
26180	消毒	4
26179	曼在	4
26178	不接	4
26177	巴拉斯	4
26176	停掉	4
26174	多米尼克	4
26166	润扬	4
26173	涉事	4
26172	涉枪	4
26171	不太能	4
26170	腊梅	4
26169	不如人意	4
26168	更替	4
26182	这顿	4
26183	自信心	4
26184	健在	4
26185	自以为是	4
26186	不惑之年	4
26187	消费水平	4
26188	曹禺	4
26189	曹盾	4
26190	巴蜀	4
26191	自不必说	4
26192	巴赫	4
26193	不愁	4
26194	消退	4
26195	进发	4
26196	海河	4
26197	差价	4
26198	假镇	4
26167	多支	4
26165	不孝	4
26268	这为	4
26140	偏袒	4
26146	做乐视	4
26145	海街	4
26144	海胆	4
26143	最丑	4
26142	这招	4
26141	这得	4
26139	夜戏	4
26164	远东	4
26138	夜景	4
26137	已播	4
26136	自控	4
26135	夜深人静	4
26134	最低谷	4
26133	偏心	4
26147	不断涌现	4
26148	不放	4
26149	巡展	4
26150	这辆	4
26151	腾讯网	4
26152	偶像化	4
26153	腾晖	4
26154	偶然间	4
26155	偷偷地	4
26156	腹背受敌	4
26157	不屈不挠	4
26158	涌艺	4
26159	腕力	4
26160	市场调研	4
26161	不对劲	4
26162	不寒而栗	4
26163	远不如	4
26199	够呛	4
26200	最高者	4
26201	舍命	4
26244	与国	4
26250	还用	4
26249	还清	4
26248	自爱	4
26247	浮云	4
26246	倡议书	4
26245	倡廉	4
26243	舒展	4
26202	不降反升	4
26242	运到	4
26241	迎风	4
26240	迎客	4
26239	俯瞰	4
26238	丑八怪	4
26237	修长	4
26251	巨款	4
26252	自由度	4
26253	巨石	4
26254	最忆	4
26255	假榜	4
26256	不腻	4
26257	海宁	4
26258	大丈夫	4
26259	假借	4
26260	不能自己	4
26261	自然语言	4
26262	自然界	4
26263	自然环境	4
26264	这三家	4
26265	巩天阔	4
26266	最富	4
26267	巫启贤	4
26236	大喜	4
26235	倒地	4
26234	修补	4
26217	至尊	4
26203	倒背如流	4
26204	不长	4
26205	大卡	4
26206	倚重	4
26207	不退	4
26208	不连贯	4
26209	近几日	4
26210	致富	4
26211	左其	4
26212	浪漫主义	4
26213	大势所趋	4
26214	借眼	4
26215	大力推广	4
26216	借给	4
26218	浮于	4
26233	月香	4
26219	最红	4
26220	最短	4
26221	舍本逐末	4
26222	大同	4
26223	倒影	4
26224	修罗场	4
26225	有云	4
26226	大堂	4
26227	有事	4
26228	专业术语	4
26229	浑浑噩噩	4
26230	修改意见	4
26231	迈过	4
26232	有三大	4
25853	人鱼公主	4
26277	自降	4
25851	误读	4
25480	女中豪杰	4
25486	奥运健儿	4
25485	众创	4
25484	寻爱	4
25483	奥黛丽	4
25482	蔡岳勋	4
25481	休整	4
25479	举出	4
25471	蔡瀚	4
25478	举家	4
25477	来者不善	4
25476	举杯	4
25475	永久	4
25474	举重	4
25473	永不磨灭	4
25487	来来回回	4
25488	来者不拒	4
25489	女婴	4
25490	杨佑宁	4
25491	水桶	4
25492	对立面	4
25493	对素素	4
25494	薛泽源	4
25495	水滴	4
25496	杨受	4
25497	薛晓路	4
25498	女医明	4
25499	薛北张	4
25500	之二	4
25501	伍思凯	4
25502	薄荷糖	4
25503	水火之中	4
25472	女主叶隐	4
25470	来报	4
25436	企业主	4
25445	之父	4
25451	虚幻	4
25450	任哲	4
25449	贾璨璨	4
25448	之灾	4
25447	任何一方	4
25446	女警	4
25444	女追男	4
25469	来时	4
25443	虚拟化	4
25442	任嘉伦饰	4
25441	之强	4
25440	杨柳	4
25439	之差	4
25438	赐予	4
25452	女老师	4
25453	资金短缺	4
25454	对华	4
25455	贾诺	4
25456	水乡	4
25457	资方	4
25458	杨珂瑞	4
25459	杨玉环	4
25460	资金来源	4
25461	之态	4
25462	任教	4
25463	企业界	4
25464	对片方	4
25465	藏区	4
25466	来客	4
25467	水道	4
25468	水钻	4
25504	杨丹	4
25505	对谈	4
25506	之举	4
25549	直接对话	4
25555	存疑	4
25554	诗句	4
25553	存钱	4
25552	人工受孕	4
25551	订购	4
25550	计划生育	4
25548	认不出	4
25507	赚够	4
25547	试错	4
25546	井宝	4
25545	试试看	4
25544	亘古	4
25543	孙力力	4
25542	认准	4
25556	存留	4
25557	五轮	4
25558	梦洛	4
25559	存有	4
25560	安放	4
25561	该场	4
25562	歌女	4
25563	梅梅	4
25564	详解	4
25565	梁栋	4
25566	正牌	4
25567	诬陷	4
25568	语义	4
25569	解围	4
25570	语塞	4
25571	五分	4
25572	正确性	4
25541	人好	4
25540	人多	4
25539	井伶	4
25522	字正腔圆	4
25508	蔡骏	4
25509	赛斯	4
25510	水瓶	4
25511	衰老	4
25512	母怪	4
25513	远胜	4
25514	该县	4
25515	五角大楼	4
25516	诗集	4
25517	梦幻岛	4
25518	人施	4
25519	诚心	4
25520	安宁	4
25521	话匣子	4
25523	话音刚落	4
25538	诗篇	4
25524	安康	4
25525	五百万	4
25526	安德烈	4
25527	人桥	4
25528	正儿八经	4
25529	字号	4
25530	诞下	4
25531	正则	4
25532	五点	4
25533	人欧	4
25534	诡谭	4
25535	言谈举止	4
25536	警车	4
25537	人想	4
25437	女将	4
25435	水木	4
25574	正襟危坐	4
25340	汕头	4
25346	蔚蓝	4
25345	求得	4
25344	主营	4
25343	赤裸	4
25342	封侯非	4
25341	奥体	4
25339	走穴	4
25331	汉堡	4
25338	会做人	4
25337	伙食	4
25336	走火	4
25335	奖时	4
25334	奖是	4
25333	杜丘	4
25347	求情	4
25348	丽影	4
25349	赠票	4
25350	求新	4
25351	导向性	4
25352	奥斯汀	4
25353	众将士	4
25354	赤城县	4
25355	赤膊上阵	4
25356	求生存	4
25357	导筒	4
25358	奥尼尔	4
25359	奥妙	4
25360	众说纷纭	4
25361	条理	4
25362	寿剑刚	4
25363	寿命	4
25332	杜思远	4
25330	优胜	4
25434	藏经阁	4
25305	九死一生	4
25311	财报	4
25310	林煜堂	4
25309	财产损失	4
25308	衣柜	4
25307	九条	4
25306	街头霸王	4
25304	家务活	4
25329	蒙着	4
25303	比拟	4
25302	比心	4
25850	此届	4
25299	习得	4
25301	林镇	4
25300	比尔盖茨	4
25312	比诺什	4
25313	财政部	4
25314	比赛结果	4
25315	林永炬	4
25316	对主播	4
25317	虚荣心	4
25318	贾平凹	4
25319	村妇	4
25320	优势互补	4
25321	奥丁	4
25322	奢靡	4
25323	封杀	4
25324	奚美娟	4
25325	优秀人才	4
25326	封锁	4
25327	主干	4
25328	优秀教师	4
25364	蓝天白云	4
25366	村主任	4
25367	虚脱	4
25410	蒋佳恩	4
25416	蔡伟	4
25415	赠予	4
25414	求实	4
25413	奎尔	4
25412	李锐	4
25411	为的是	4
25409	李雨	4
25368	村上春树	4
25408	为素	4
25407	蒋励	4
25406	尉迟	4
25405	蒋卓原	4
25404	李银河	4
25403	李雷	4
25417	求变	4
25418	水印	4
25419	赌场	4
25420	之宝	4
25421	之姿	4
25422	赌气	4
25423	虐到	4
25424	任由	4
25425	对抗战	4
25426	任重而道远	4
25427	任重道远	4
25428	赏桃	4
25429	杨振说	4
25430	虎头蛇尾	4
25431	之嘻哈	4
25432	对标	4
25433	杨庆	4
25402	赵世芳	4
25401	江子丹	4
25400	李静	4
25383	会考	4
25369	为求	4
25370	赵品霖	4
25371	李解	4
25372	董泽宸	4
25373	李西涯	4
25374	奉劝	4
25375	江若琳	4
25376	赵宏博	4
25377	为所欲为	4
25378	赵宥乔	4
25379	赵家	4
25380	赵寅成	4
25381	会笑	4
25382	小偷	4
25384	奇趣	4
25399	为表	4
25385	会聚	4
25386	会计师	4
25387	小兵	4
25388	赵本山	4
25389	赵欣	4
25390	赵光	4
25391	江湖义气	4
25392	尊贵	4
25393	会展中心	4
25394	为重	4
25395	赴死	4
25396	李鹤饰	4
25397	会因	4
25398	赴美国	4
25573	宋川	4
25365	走街串巷	4
25575	正要	4
25757	裘继戎	4
25763	被害人	4
25762	谢若琳	4
25761	宠溺	4
25760	宠幸	4
25759	从这一点	4
25758	解不开	4
25756	实情	4
25748	姜逸磊	4
25755	宝爷	4
25754	从心	4
25753	西太后	4
25752	西式	4
25751	死循环	4
25750	谄媚	4
25764	被害	4
25765	始终如一	4
25766	查斯	4
25767	宠粉	4
25768	毅然决定	4
25769	争先	4
25770	争做	4
25771	谢闻轩	4
25772	了结	4
25773	审慎	4
25774	审片	4
25775	母仪天下	4
25776	袁小棠	4
25777	柔情似水	4
25778	谭芷珊	4
25779	母子俩	4
25780	柔光	4
25749	二审	4
25747	调音师	4
25713	宝鉴	4
25722	二十万	4
25728	柴米油盐	4
25727	裙装	4
25726	二三十个	4
25725	二传手	4
25724	从线	4
25723	谋权	4
25721	裸婚	4
25746	死死	4
25720	姜子牙	4
25719	姜小牙	4
25718	谋划	4
25717	姜振宇	4
25716	二十几岁	4
25715	标尺	4
25729	残疾	4
25730	姚谦	4
25731	姚译	4
25732	二十四节气	4
25733	二十多	4
25734	谈笑	4
25735	调配	4
25736	调用	4
25737	从刚	4
25738	栖居	4
25739	从即日起	4
25740	调虎离山	4
25741	姬如雪	4
25742	死党	4
25743	宝哥	4
25744	树大招风	4
25745	西汉	4
25781	被杀案	4
25782	宠妃	4
25783	实验性	4
25827	娶妻生子	4
25833	宋词	4
25832	互相学习	4
25831	诱因	4
25830	互生	4
25829	完稿	4
25828	互帮互助	4
25826	桂花	4
25784	委曲求全	4
25825	完璧归赵	4
25824	婀娜多姿	4
25823	观后	4
25822	亿英镑	4
25821	亿至	4
25820	此言	4
25834	角标	4
25835	人话	4
25836	档有	4
25837	觉着	4
25838	觉得很有	4
25839	媚俗	4
25840	宋秉洋	4
25841	档前	4
25842	视频网	4
25843	误伤	4
25844	此战	4
25845	互诉	4
25576	梁先生	4
25849	视力	4
25848	完全一致	4
25846	桐华	4
25847	人里	4
25819	桃桃	4
25818	亿总	4
25817	亿多元	4
25799	姓氏	4
25785	事实真相	4
25786	姚尚	4
25787	姚壮宪	4
25788	段奕宏饰	4
25789	谢广坤	4
25790	姚劲波	4
25791	装满	4
25792	实用性	4
25793	装束	4
25794	争辩	4
25795	谢杏芳	4
25796	段祺华	4
25797	装作	4
25798	裁判员	4
25800	姑爷	4
25816	说不过去	4
25801	姑息	4
25802	被调查者	4
25803	争着	4
25804	实验区	4
25805	二氧化碳	4
25806	校外活动	4
25807	西西里	4
25808	二班	4
25809	规定动作	4
25810	婚姻法	4
25811	此曲	4
25812	完工	4
25814	规劝	4
25815	框框	4
25714	西关	4
25813	婚姻关系	4
25712	死者	4
25619	亲笔写	4
25625	讲清楚	4
25624	访客	4
25623	讲真	4
25622	设限	4
25621	学社	4
25620	欢唱	4
25618	欢动	4
25610	试映	4
25617	产品开发	4
25616	樊胜	4
25615	欢乐气氛	4
25614	季真	4
25613	产品线	4
25612	欢笑声	4
25626	亲述	4
25627	欢度	4
25628	交际	4
25629	讲得	4
25630	学识渊博	4
25631	学说	4
25632	孟海	4
25633	欢欣鼓舞	4
25634	设计图	4
25635	次要	4
25636	学步	4
25637	学士学位	4
25638	亭东	4
25639	横穿	4
25640	论剑	4
25641	橙天	4
25642	论断	4
25611	染谷	4
25609	检控	4
25644	亲兄弟	4
25583	宋晓飞	4
25589	安王	4
25588	人满为患	4
25587	正气凛然	4
25586	解渴	4
25585	人站	4
25584	宋智孝	4
25582	五代	4
25608	解说员	4
25577	五六	4
25711	二十四史	4
25578	人耳帝	4
25581	档里	4
25579	桶装	4
25580	人脉	4
25590	五彩斑斓	4
25591	人流量	4
25592	孔垂楠	4
25593	五年计划	4
25594	五岁	4
25595	孔令辉	4
25596	正对	4
25598	人父	4
25599	解药	4
25600	正斗	4
25601	触景生情	4
25602	触手可及	4
25603	五大洲	4
25604	五场	4
25605	子怡	4
25606	人王	4
25607	安顿	4
25643	橱窗	4
25597	安详	4
25645	亲历	4
25687	记述	4
25693	孝全	4
25692	楼市	4
25691	孝芸	4
25690	评弹	4
25689	概念图	4
25688	欢送	4
25686	欧文	4
25678	试唱	4
25685	让你在	4
25684	棍棒	4
25683	孙树培	4
25682	守卫	4
25681	守则	4
25680	认真思考	4
25694	评语	4
25695	宁强	4
25696	议事	4
25698	诊脉	4
25699	词人	4
25700	孙茜	4
25701	词作	4
25702	交上	4
25703	词句	4
25704	孙甜	4
25710	事态	4
25709	语调	4
25646	欠星爷	4
25708	嫂子	4
25705	让步	4
25706	棒球帽	4
25707	五人组	4
25679	认真负责	4
25697	棒棒糖	4
25677	人和事	4
25655	许伟	4
25661	孟广禄	4
25660	亚太区	4
25659	评书	4
25658	讲台	4
25657	亨特	4
25656	亲授	4
25654	许先生	4
25663	讨论会	4
25653	亲子装	4
25652	享有盛誉	4
25650	学弟	4
25649	学妹	4
25648	产权交易	4
25647	欠火候	4
25662	棍子	4
25651	学徒	4
25672	人后	4
25665	讨要	4
25675	亚斯	4
25666	人及	4
25667	讨巧	4
25668	亚特兰大	4
25669	歉意	4
25670	人司	4
25671	棋盘	4
25673	讨人喜欢	4
25676	孙建弘	4
25674	试一下	4
25664	宇扬	4
33198	混录	3
33196	珊瑚	3
33197	混响	3
33225	笑了笑	3
33199	胸中	3
33200	夏雨晴	3
33194	笔触	3
33201	制药	3
33195	夕阳	3
33191	胡莎莎	3
33193	而于	3
33192	珍奇	3
33228	笑出	3
33203	夏薇	3
33190	王欣	3
33189	制茶	3
33188	启发性	3
33187	先天性	3
33229	先到	3
33186	六件	3
33185	王毅	3
33184	垂涎	3
33202	胡编乱造	3
33208	符卡	3
33204	混杂着	3
33205	玻璃门	3
33226	六合	3
33182	力排众议	3
33224	周而复始	3
33223	力所能及	3
33222	外向	3
33221	兆头	3
33220	竹筏	3
33219	考学	3
33218	充盈	3
33217	王月心	3
33227	胳肢	3
33216	周芳羽	3
33215	简练	3
33214	笑脸相迎	3
33213	笑颜	3
33212	混剪	3
33211	符合国家	3
33210	夏琳	3
33209	胡渐	3
33207	滨崎	3
33206	混沌	3
33183	王曼玉	3
33153	童之磊	3
33181	考大学	3
33154	演出季	3
33151	外型	3
33150	充分调动	3
33149	考季	3
33148	六场	3
33147	力道	3
33146	班会	3
33145	充分准备	3
33144	充值	3
33143	力量型	3
33142	劝慰	3
33141	王晴	3
33140	充溢	3
33139	外延	3
33138	童话般	3
33137	外援	3
33136	算账	3
33135	童话世界	3
33130	球场上	3
33134	童装	3
33231	先发制人	3
33131	深水	3
33133	管不住	3
33132	童年时期	3
33152	深红	3
33155	能卖	3
33180	到案	3
33156	深植于	3
33179	能容	3
33178	坚果	3
33177	外柔内刚	3
33176	章龄	3
33175	六小时	3
33174	管住	3
33173	元朝	3
33172	深思熟虑	3
33171	六届	3
33170	能当	3
33169	深得人心	3
33168	元旦节	3
33167	章程	3
33166	含笑	3
33165	考取	3
33164	元德	3
33163	能比	3
33162	六弦文子	3
33161	含着	3
33160	六感	3
33159	外科医生	3
33158	理儿	3
33157	吨重	3
33230	考查	3
33296	聂小倩	3
33232	坦率地	3
33313	联合报	3
33311	聊聊天	3
33310	湘妹子	3
33309	前因后果	3
33308	告示牌	3
33307	塔克拉玛干	3
33306	联席会议	3
33305	堂堂	3
33304	塔台	3
33303	前呼后拥	3
33302	八百	3
33301	聚义厅	3
33300	全款	3
33299	玛莎拉蒂	3
33298	游园	3
33297	滑翔伞	3
33295	玩不起	3
33294	肃杀	3
33293	吹气	3
33292	前端	3
33291	全屏	3
33290	墙内	3
33289	游侠	3
33288	游乐园	3
33312	塔下	3
33314	湘潭	3
33286	前一晚	3
33315	联合声明	3
33336	前期工作	3
33335	塞思	3
33334	全漫	3
33128	兄妹俩	3
33337	全然不同	3
33333	八名	3
33332	湖畔	3
33331	聊斋	3
33330	溯源	3
33329	周一围	3
33328	等国	3
33327	八公里	3
33326	聒噪	3
33325	堕入	3
33324	王长	3
33323	联合国儿童基金会	3
33322	等七大	3
33321	堆里	3
33320	职业女性	3
33319	王雅捷	3
33318	呕吐	3
33317	滑倒	3
33316	王雨双	3
